stop_id,departure,destination,line,arrival,service_type
4B,10:18,Autobusová stanica,8,-,3
4B,10:48,Autobusová stanica,8,-,3
4B,11:18,Autobusová stanica,8,-,3
4B,11:48,Autobusová stanica,8,-,3
4B,12:18,Autobusová stanica,8,-,3
4B,13:18,Autobusová stanica,8,-,3
4B,14:18,Autobusová stanica,8,-,3
4B,15:18,Autobusová stanica,8,-,3
4B,16:18,Autobusová stanica,8,-,3
4B,17:18,Autobusová stanica,8,-,3
4B,18:18,Autobusová stanica,8,-,3
4B,19:18,Autobusová stanica,8,-,3
4B,19:48,Autobusová stanica,8,-,4
4B,20:18,Autobusová stanica,8,-,5
4B,20:48,Autobusová stanica,8,-,4
4B,21:13,Autobusová stanica,8,-,5
4B,21:43,Autobusová stanica,8,-,3
4B,22:13,Autobusová stanica,8,-,4
2A,04:19,Autobusová stanica,8,-,3
2A,04:19,Autobusová stanica,8,-,4
2A,04:49,Autobusová stanica,8,-,4
2A,05:14,Autobusová stanica,8,-,3
2A,06:14,Autobusová stanica,8,-,3
2A,07:14,Autobusová stanica,8,-,3
2A,08:19,Autobusová stanica,8,-,3
2A,08:49,Autobusová stanica,8,-,3
2A,09:19,Autobusová stanica,8,-,3
2A,09:49,Autobusová stanica,8,-,3
2A,10:19,Autobusová stanica,8,-,3
2A,10:49,Autobusová stanica,8,-,3
2A,11:19,Autobusová stanica,8,-,3
2A,11:49,Autobusová stanica,8,-,3
2A,12:19,Autobusová stanica,8,-,3
2A,13:19,Autobusová stanica,8,-,3
2A,14:19,Autobusová stanica,8,-,3
2A,15:19,Autobusová stanica,8,-,3
2A,16:19,Autobusová stanica,8,-,3
2A,17:19,Autobusová stanica,8,-,3
2A,18:19,Autobusová stanica,8,-,3
2A,19:19,Autobusová stanica,8,-,3
2A,19:49,Autobusová stanica,8,-,4
2A,20:19,Autobusová stanica,8,-,5
2A,20:49,Autobusová stanica,8,-,4
2A,21:14,Autobusová stanica,8,-,5
2A,21:44,Autobusová stanica,8,-,3
2A,22:14,Autobusová stanica,8,-,4
1C,-,-,8,04:22,3
1C,-,-,8,04:22,4
1C,-,-,8,04:52,4
1C,-,-,8,05:17,3
1C,-,-,8,06:17,3
1C,-,-,8,07:17,3
1C,-,-,8,08:22,3
1C,-,-,8,08:52,3
1C,-,-,8,09:22,3
1C,-,-,8,09:52,3
1C,-,-,8,10:22,3
1C,-,-,8,10:52,3
1C,-,-,8,11:22,3
1C,-,-,8,11:52,3
1C,-,-,8,12:22,3
1C,-,-,8,13:22,3
1C,-,-,8,14:22,3
1C,-,-,8,15:22,3
1C,-,-,8,16:22,3
1C,-,-,8,17:22,3
1C,-,-,8,18:22,3
1C,-,-,8,19:22,3
1C,-,-,8,19:52,4
1C,-,-,8,20:22,5
1C,-,-,8,20:52,4
1C,-,-,8,21:17,5
1C,-,-,8,21:47,3
1C,-,-,8,22:17,4
6A,5:00,Lidická,9,-,4
6A,5:05,Allendeho,9,-,4
6A,13:00,Lidická,9,-,4
6A,21:00,Allendeho,9,-,4
6A,14:33,Cirkevná škola,9,-,4
6A,14:39,Cirkevná škola,9,-,4
6A,22:36,Cirkevná škola,9,-,4
7,5:02,Lidická,9,-,4
7,5:07,Allendeho,9,-,4
7,13:02,Lidická,9,-,4
7,21:02,Allendeho,9,-,4
7,14:35,Cirkevná škola,9,-,4
7,14:41,Cirkevná škola,9,-,4
7,22:38,Cirkevná škola,9,-,4
8,5:03,Lidická,9,-,4
8,5:08,Allendeho,9,-,4
8,13:03,Lidická,9,-,4
8,21:03,Allendeho,9,-,4
8,14:36,Cirkevná škola,9,-,4
8,14:42,Cirkevná škola,9,-,4
8,22:39,Cirkevná škola,9,-,4
9,5:05,Lidická,9,-,4
9,5:10,Allendeho,9,-,4
9,13:05,Lidická,9,-,4
9,21:05,Allendeho,9,-,4
9,14:38,Cirkevná škola,9,-,4
9,14:44,Cirkevná škola,9,-,4
9,22:40,Cirkevná škola,9,-,4
10,5:06,Lidická,9,-,4
10,5:11,Allendeho,9,-,4
10,13:07,Lidická,9,-,4
10,21:07,Allendeho,9,-,4
10,-,Cirkevná škola,9,14:39,4
10,-,Cirkevná škola,9,14:45,4
10,-,Cirkevná škola,9,22:41,4
45A,5:08,Lidická,9,-,4
45A,5:13,Allendeho,9,-,4
45A,13:09,Lidická,9,-,4
45A,21:09,Allendeho,9,-,4
45B,14:31,Cirkevná škola,9,-,4
45B,14:37,Cirkevná škola,9,-,4
45B,22:34,Cirkevná škola,9,-,4
46B,5:10,Lidická,9,-,4
46B,5:15,Allendeho,9,-,4
46B,13:09,Lidická,9,-,4
46B,21:09,Allendeho,9,-,4
46A,14:30,Cirkevná škola,9,-,4
46A,14:36,Cirkevná škola,9,-,4
46A,22:33,Cirkevná škola,9,-,4
47A,5:11,Lidická,9,-,4
47A,5:16,Allendeho,9,-,4
47A,13:10,Lidická,9,-,4
47A,21:10,Allendeho,9,-,4
47B,14:29,Cirkevná škola,9,-,4
47B,14:35,Cirkevná škola,9,-,4
47B,22:32,Cirkevná škola,9,-,4
53,14:27,Cirkevná škola,9,-,4
53,14:33,Cirkevná škola,9,-,4
53,22:30,Cirkevná škola,9,-,4
54,5:13,Lidická,9,-,4
54,5:18,Allendeho,9,-,4
54,13:13,Lidická,9,-,4
54,21:13,Allendeho,9,-,4
55,5:14,Lidická,9,-,4
55,5:19,Allendeho,9,-,4
55,13:14,Lidická,9,-,4
55,21:14,Allendeho,9,-,4
23B,5:27,Lidická,9,-,4
23B,5:32,Allendeho,9,-,4
23B,13:28,Lidická,9,-,4
23B,21:27,Allendeho,9,-,4
23A,14:13,Cirkevná škola,9,-,4
23A,14:19,Cirkevná škola,9,-,4
23A,22:17,Cirkevná škola,9,-,4
24,5:29,Lidická,9,-,4
24,5:34,Allendeho,9,-,4
24,13:30,Lidická,9,-,4
24,21:29,Allendeho,9,-,4
24,14:10,Cirkevná škola,9,-,4
24,14:17,Cirkevná škola,9,-,4
24,22:15,Cirkevná škola,9,-,4
25A,14:12,Cirkevná škola,9,-,4
25A,22:11,Cirkevná škola,9,-,4
25B,5:33,Lidická,9,-,4
25B,5:38,Allendeho,9,-,4
25B,13:34,Lidická,9,-,4
25B,21:33,Allendeho,9,-,4
26,14:05,Cirkevná škola,9,-,4
26,22:05,Cirkevná škola,9,-,4
26,-,-,9,5:34,4
26,5:39,Allendeho,9,-,4
26,-,-,9,13:35,4
26,21:34,Allendeho,9,-,4
27,14:07,Cirkevná škola,9,-,4
27,22:06,Cirkevná škola,9,-,4
27,5:40,Allendeho,9,-,4
27,21:35,Allendeho,9,-,4
28,-,-,9,5:41,4
28,-,-,9,21:36,4
28,14:09,Cirkevná škola,9,-,4
28,22:08,Cirkevná škola,9,-,4
29,14:10,Cirkevná škola,9,-,4
29,22:09,Cirkevná škola,9,-,4
56A,07:01,Uherova,7,-,1
56A,07:01,Uherova,7,-,2
56A,08:56,Uherova,7,-,1
56A,14:16,Uherova,7,-,4
56A,15:16,Uherova,7,-,4
56A,15:36,Uherova,7,-,4
56A,16:16,Uherova,7,-,4
57B,07:02,Uherova,7,-,1
57B,07:02,Uherova,7,-,2
57B,08:57,Uherova,7,-,1
57B,14:17,Uherova,7,-,4
57B,15:17,Uherova,7,-,4
57B,15:37,Uherova,7,-,4
57B,16:17,Uherova,7,-,4
1A,05:05,Uherova,7,-,4
1A,05:25,Uherova,7,-,4
1A,05:45,Uherova,7,-,4
1A,06:05,Uherova,7,-,2
1A,06:10,Uherova,7,-,1
1A,06:25,Uherova,7,-,4
1A,06:40,Uherova,7,-,1
1A,06:45,Uherova,7,-,2
1A,06:55,Uherova,7,-,1
1A,07:05,Uherova,7,-,1
1A,07:05,Uherova,7,-,2
1A,07:20,Uherova,7,-,1
1A,07:25,Uherova,7,-,2
1A,07:40,Uherova,7,-,4
1A,08:00,Uherova,7,-,4
1A,08:20,Uherova,7,-,4
1A,08:40,Uherova,7,-,4
1A,09:00,Uherova,7,-,4
1A,09:20,Uherova,7,-,4
1A,09:40,Uherova,7,-,4
1A,10:00,Uherova,7,-,1
1A,10:10,Uherova,7,-,2
1A,10:20,Uherova,7,-,1
1A,10:40,Uherova,7,-,4
1A,11:00,Uherova,7,-,1
1A,11:10,Uherova,7,-,2
1A,11:20,Uherova,7,-,1
1A,11:40,Uherova,7,-,4
1A,12:00,Uherova,7,-,1
1A,12:10,Uherova,7,-,2
1A,12:20,Uherova,7,-,1
1A,12:40,Uherova,7,-,4
1A,13:00,Uherova,7,-,1
1A,13:10,Uherova,7,-,2
1A,13:20,Uherova,7,-,1
1A,13:40,Uherova,7,-,4
1A,14:00,Uherova,7,-,4
1A,14:20,Uherova,7,-,4
1A,14:40,Uherova,7,-,4
1A,15:00,Uherova,7,-,4
1A,15:20,Uherova,7,-,4
1A,15:40,Uherova,7,-,4
1A,16:00,Uherova,7,-,4
1A,16:20,Uherova,7,-,4
1A,16:40,Uherova,7,-,4
1A,17:10,Uherova,7,-,4
1A,17:40,Uherova,7,-,4
1A,18:10,Uherova,7,-,4
1A,18:40,Uherova,7,-,4
2B,05:06,Uherova,7,-,4
2B,05:26,Uherova,7,-,4
2B,05:46,Uherova,7,-,4
2B,06:07,Uherova,7,-,2
2B,06:12,Uherova,7,-,1
2B,06:27,Uherova,7,-,4
2B,06:42,Uherova,7,-,1
2B,06:47,Uherova,7,-,2
2B,06:57,Uherova,7,-,1
2B,07:07,Uherova,7,-,4
2B,07:22,Uherova,7,-,1
2B,07:27,Uherova,7,-,2
2B,07:42,Uherova,7,-,4
2B,08:02,Uherova,7,-,4
2B,08:22,Uherova,7,-,4
2B,08:42,Uherova,7,-,4
2B,09:02,Uherova,7,-,4
2B,09:22,Uherova,7,-,4
2B,09:42,Uherova,7,-,4
2B,10:02,Uherova,7,-,1
2B,10:12,Uherova,7,-,2
2B,10:22,Uherova,7,-,1
2B,10:42,Uherova,7,-,4
2B,11:02,Uherova,7,-,1
2B,11:12,Uherova,7,-,2
2B,11:22,Uherova,7,-,1
2B,11:42,Uherova,7,-,4
2B,12:02,Uherova,7,-,1
2B,12:12,Uherova,7,-,2
2B,12:22,Uherova,7,-,1
2B,12:42,Uherova,7,-,4
2B,13:02,Uherova,7,-,1
2B,13:12,Uherova,7,-,2
2B,13:22,Uherova,7,-,1
2B,13:42,Uherova,7,-,4
2B,14:02,Uherova,7,-,4
2B,14:22,Uherova,7,-,4
2B,14:42,Uherova,7,-,4
2B,15:02,Uherova,7,-,4
2B,15:22,Uherova,7,-,4
2B,15:42,Uherova,7,-,4
2B,16:02,Uherova,7,-,4
2B,16:22,Uherova,7,-,4
2B,16:42,Uherova,7,-,4
2B,17:12,Uherova,7,-,4
2B,18:12,Uherova,7,-,4
2B,18:42,Uherova,7,-,4
3A,05:07,Uherova,7,-,4
3A,05:27,Uherova,7,-,4
3A,05:47,Uherova,7,-,4
3A,06:08,Uherova,7,-,2
3A,06:13,Uherova,7,-,1
3A,06:28,Uherova,7,-,4
3A,06:43,Uherova,7,-,1
3A,06:48,Uherova,7,-,2
3A,06:58,Uherova,7,-,1
3A,07:08,Uherova,7,-,4
3A,07:23,Uherova,7,-,1
3A,07:28,Uherova,7,-,2
3A,07:43,Uherova,7,-,4
3A,08:03,Uherova,7,-,4
3A,08:23,Uherova,7,-,4
3A,08:43,Uherova,7,-,4
3A,09:03,Uherova,7,-,4
3A,09:23,Uherova,7,-,4
3A,09:43,Uherova,7,-,4
3A,10:03,Uherova,7,-,1
3A,10:13,Uherova,7,-,2
3A,10:23,Uherova,7,-,1
3A,10:43,Uherova,7,-,4
3A,11:03,Uherova,7,-,1
3A,11:13,Uherova,7,-,2
3A,11:23,Uherova,7,-,1
3A,11:43,Uherova,7,-,4
3A,12:03,Uherova,7,-,1
3A,12:13,Uherova,7,-,2
3A,12:23,Uherova,7,-,1
3A,12:43,Uherova,7,-,4
3A,13:03,Uherova,7,-,1
3A,13:13,Uherova,7,-,2
3A,13:23,Uherova,7,-,1
3A,13:43,Uherova,7,-,4
3A,14:03,Uherova,7,-,4
3A,14:23,Uherova,7,-,4
3A,14:43,Uherova,7,-,4
3A,15:03,Uherova,7,-,4
3A,15:23,Uherova,7,-,4
3A,15:43,Uherova,7,-,4
3A,16:03,Uherova,7,-,4
3A,16:23,Uherova,7,-,4
3A,16:43,Uherova,7,-,4
3A,17:13,Uherova,7,-,4
3A,18:13,Uherova,7,-,4
3A,18:43,Uherova,7,-,4
4A,05:09,Uherova,7,-,4
4A,05:29,Uherova,7,-,4
4A,05:49,Uherova,7,-,4
4A,06:10,Uherova,7,-,2
4A,06:15,Uherova,7,-,1
4A,06:30,Uherova,7,-,4
4A,06:45,Uherova,7,-,1
4A,06:50,Uherova,7,-,2
4A,07:00,Uherova,7,-,1
4A,07:10,Uherova,7,-,4
4A,07:25,Uherova,7,-,1
4A,07:30,Uherova,7,-,2
4A,07:45,Uherova,7,-,4
4A,08:05,Uherova,7,-,4
4A,08:25,Uherova,7,-,4
4A,08:45,Uherova,7,-,4
4A,09:05,Uherova,7,-,4
4A,09:25,Uherova,7,-,4
4A,09:45,Uherova,7,-,4
4A,10:05,Uherova,7,-,1
4A,10:15,Uherova,7,-,2
4A,10:25,Uherova,7,-,1
4A,10:45,Uherova,7,-,4
4A,11:05,Uherova,7,-,1
4A,11:15,Uherova,7,-,2
4A,11:25,Uherova,7,-,1
4A,11:45,Uherova,7,-,4
4A,12:05,Uherova,7,-,1
4A,12:15,Uherova,7,-,2
4A,12:25,Uherova,7,-,1
4A,12:45,Uherova,7,-,4
4A,13:05,Uherova,7,-,1
4A,13:15,Uherova,7,-,2
4A,13:25,Uherova,7,-,1
4A,13:45,Uherova,7,-,4
4A,14:05,Uherova,7,-,4
4A,14:25,Uherova,7,-,4
4A,14:45,Uherova,7,-,4
4A,15:05,Uherova,7,-,4
4A,15:25,Uherova,7,-,4
4A,15:45,Uherova,7,-,4
4A,16:05,Uherova,7,-,4
4A,16:25,Uherova,7,-,4
4A,16:45,Uherova,7,-,4
4A,17:15,Uherova,7,-,4
4A,18:15,Uherova,7,-,4
4A,18:45,Uherova,7,-,4
58B,05:11,Uherova,7,-,4
58B,05:31,Uherova,7,-,4
58B,05:51,Uherova,7,-,4
58B,06:12,Uherova,7,-,2
58B,06:17,Uherova,7,-,1
58B,06:32,Uherova,7,-,4
58B,06:47,Uherova,7,-,1
58B,06:52,Uherova,7,-,2
58B,07:02,Uherova,7,-,1
58B,07:12,Uherova,7,-,4
58B,07:27,Uherova,7,-,1
58B,07:32,Uherova,7,-,2
58B,07:47,Uherova,7,-,4
58B,08:07,Uherova,7,-,4
58B,08:27,Uherova,7,-,4
58B,08:47,Uherova,7,-,4
58B,09:07,Uherova,7,-,4
58B,09:27,Uherova,7,-,4
58B,09:47,Uherova,7,-,4
58B,10:07,Uherova,7,-,1
58B,10:17,Uherova,7,-,2
58B,10:27,Uherova,7,-,1
58B,10:47,Uherova,7,-,4
58B,11:07,Uherova,7,-,1
58B,11:17,Uherova,7,-,2
58B,11:27,Uherova,7,-,1
58B,11:47,Uherova,7,-,4
58B,12:07,Uherova,7,-,1
58B,12:17,Uherova,7,-,2
58B,12:27,Uherova,7,-,1
58B,12:47,Uherova,7,-,4
58B,13:07,Uherova,7,-,1
58B,13:17,Uherova,7,-,2
58B,13:27,Uherova,7,-,1
58B,13:47,Uherova,7,-,4
58B,14:07,Uherova,7,-,4
58B,14:27,Uherova,7,-,4
58B,14:47,Uherova,7,-,4
58B,15:07,Uherova,7,-,4
58B,15:27,Uherova,7,-,4
58B,15:47,Uherova,7,-,4
58B,16:07,Uherova,7,-,4
58B,16:27,Uherova,7,-,4
58B,16:47,Uherova,7,-,4
58B,17:17,Uherova,7,-,4
58B,18:17,Uherova,7,-,4
58B,18:47,Uherova,7,-,4
59,05:12,Uherova,7,-,4
59,05:32,Uherova,7,-,4
59,05:52,Uherova,7,-,4
59,06:13,Uherova,7,-,2
59,06:18,Uherova,7,-,1
59,06:33,Uherova,7,-,4
59,06:48,Uherova,7,-,1
59,06:53,Uherova,7,-,2
59,07:03,Uherova,7,-,1
59,07:13,Uherova,7,-,4
59,07:28,Uherova,7,-,1
59,07:33,Uherova,7,-,2
59,07:48,Uherova,7,-,4
59,08:08,Uherova,7,-,4
59,08:28,Uherova,7,-,4
59,08:48,Uherova,7,-,4
59,09:08,Uherova,7,-,4
59,09:28,Uherova,7,-,4
59,09:48,Uherova,7,-,4
59,10:08,Uherova,7,-,1
59,10:18,Uherova,7,-,2
59,10:28,Uherova,7,-,1
59,10:48,Uherova,7,-,4
59,11:08,Uherova,7,-,1
59,11:18,Uherova,7,-,2
59,11:28,Uherova,7,-,1
59,11:48,Uherova,7,-,4
59,12:08,Uherova,7,-,1
59,12:18,Uherova,7,-,2
59,12:28,Uherova,7,-,1
59,12:48,Uherova,7,-,4
59,13:08,Uherova,7,-,1
59,13:18,Uherova,7,-,2
59,13:28,Uherova,7,-,1
59,13:48,Uherova,7,-,4
59,14:08,Uherova,7,-,4
59,14:28,Uherova,7,-,4
59,14:48,Uherova,7,-,4
59,15:08,Uherova,7,-,4
59,15:28,Uherova,7,-,4
59,15:48,Uherova,7,-,4
59,16:08,Uherova,7,-,4
59,16:28,Uherova,7,-,4
59,16:48,Uherova,7,-,4
59,17:18,Uherova,7,-,4
59,18:18,Uherova,7,-,4
59,18:48,Uherova,7,-,4
48A,05:13,Uherova,7,-,4
48A,05:33,Uherova,7,-,4
48A,05:53,Uherova,7,-,4
48A,06:15,Uherova,7,-,2
48A,06:20,Uherova,7,-,1
48A,06:35,Uherova,7,-,4
48A,06:50,Uherova,7,-,1
48A,06:55,Uherova,7,-,2
48A,07:05,Uherova,7,-,1
48A,07:15,Uherova,7,-,4
48A,07:30,Uherova,7,-,1
48A,07:35,Uherova,7,-,2
48A,07:50,Uherova,7,-,4
48A,08:10,Uherova,7,-,4
48A,08:30,Uherova,7,-,4
48A,08:50,Uherova,7,-,4
48A,09:10,Uherova,7,-,4
48A,09:30,Uherova,7,-,4
48A,09:50,Uherova,7,-,4
48A,10:10,Uherova,7,-,1
48A,10:20,Uherova,7,-,2
48A,10:30,Uherova,7,-,1
48A,10:50,Uherova,7,-,4
48A,11:10,Uherova,7,-,1
48A,11:20,Uherova,7,-,2
48A,11:30,Uherova,7,-,1
48A,11:50,Uherova,7,-,4
48A,12:10,Uherova,7,-,1
48A,12:20,Uherova,7,-,2
48A,12:30,Uherova,7,-,1
48A,12:50,Uherova,7,-,4
48A,13:10,Uherova,7,-,1
48A,13:20,Uherova,7,-,2
48A,13:30,Uherova,7,-,1
48A,13:50,Uherova,7,-,4
48A,14:10,Uherova,7,-,4
48A,14:30,Uherova,7,-,4
48A,14:50,Uherova,7,-,4
48A,15:10,Uherova,7,-,4
48A,15:30,Uherova,7,-,4
48A,15:50,Uherova,7,-,4
48A,16:10,Uherova,7,-,4
48A,16:30,Uherova,7,-,4
48A,16:50,Uherova,7,-,4
48A,17:20,Uherova,7,-,4
48A,18:20,Uherova,7,-,4
48A,18:50,Uherova,7,-,4
47B,05:15,Uherova,7,-,4
47B,05:35,Uherova,7,-,4
47B,05:55,Uherova,7,-,4
47B,06:17,Uherova,7,-,2
47B,06:22,Uherova,7,-,1
47B,06:37,Uherova,7,-,4
47B,06:52,Uherova,7,-,1
47B,06:57,Uherova,7,-,2
47B,07:07,Uherova,7,-,1
47B,07:17,Uherova,7,-,4
47B,07:32,Uherova,7,-,1
47B,07:37,Uherova,7,-,2
47B,07:52,Uherova,7,-,4
47B,08:12,Uherova,7,-,4
47B,08:32,Uherova,7,-,4
47B,08:52,Uherova,7,-,4
47B,09:12,Uherova,7,-,4
47B,09:32,Uherova,7,-,4
47B,09:52,Uherova,7,-,4
47B,10:12,Uherova,7,-,1
47B,10:22,Uherova,7,-,2
47B,10:32,Uherova,7,-,1
47B,10:52,Uherova,7,-,4
47B,11:12,Uherova,7,-,1
47B,11:22,Uherova,7,-,2
47B,11:32,Uherova,7,-,1
47B,11:52,Uherova,7,-,4
47B,12:12,Uherova,7,-,1
47B,12:22,Uherova,7,-,2
47B,12:32,Uherova,7,-,1
47B,12:52,Uherova,7,-,4
47B,13:12,Uherova,7,-,1
47B,13:22,Uherova,7,-,2
47B,13:32,Uherova,7,-,1
47B,13:52,Uherova,7,-,4
47B,14:12,Uherova,7,-,4
47B,14:32,Uherova,7,-,4
47B,14:52,Uherova,7,-,4
47B,15:12,Uherova,7,-,4
47B,15:32,Uherova,7,-,4
47B,15:52,Uherova,7,-,4
47B,16:12,Uherova,7,-,4
47B,16:32,Uherova,7,-,4
47B,16:52,Uherova,7,-,4
47B,17:22,Uherova,7,-,4
47B,18:22,Uherova,7,-,4
47B,18:52,Uherova,7,-,4
46A,05:16,Uherova,7,-,4
46A,05:36,Uherova,7,-,4
46A,05:56,Uherova,7,-,4
46A,06:18,Uherova,7,-,2
46A,06:23,Uherova,7,-,1
46A,06:38,Uherova,7,-,4
46A,06:53,Uherova,7,-,1
46A,06:58,Uherova,7,-,2
46A,07:08,Uherova,7,-,1
46A,07:18,Uherova,7,-,4
46A,07:33,Uherova,7,-,1
46A,07:38,Uherova,7,-,2
46A,07:53,Uherova,7,-,4
46A,08:13,Uherova,7,-,4
46A,08:33,Uherova,7,-,4
46A,08:53,Uherova,7,-,4
46A,09:13,Uherova,7,-,4
46A,09:33,Uherova,7,-,4
46A,09:53,Uherova,7,-,4
46A,10:13,Uherova,7,-,1
46A,10:23,Uherova,7,-,2
46A,10:33,Uherova,7,-,1
46A,10:53,Uherova,7,-,4
46A,11:13,Uherova,7,-,1
46A,11:23,Uherova,7,-,2
46A,11:33,Uherova,7,-,1
46A,11:53,Uherova,7,-,4
46A,12:13,Uherova,7,-,1
46A,12:23,Uherova,7,-,2
46A,12:33,Uherova,7,-,1
46A,12:53,Uherova,7,-,4
46A,13:13,Uherova,7,-,1
46A,13:23,Uherova,7,-,2
46A,13:33,Uherova,7,-,1
46A,13:53,Uherova,7,-,4
46A,14:13,Uherova,7,-,4
46A,14:33,Uherova,7,-,4
46A,14:43,Uherova,7,-,4
46A,14:53,Uherova,7,-,4
46A,15:13,Uherova,7,-,4
46A,15:33,Uherova,7,-,4
46A,15:53,Uherova,7,-,4
46A,16:13,Uherova,7,-,4
46A,16:33,Uherova,7,-,4
46A,16:53,Uherova,7,-,4
46A,17:23,Uherova,7,-,4
46A,18:23,Uherova,7,-,4
46A,18:53,Uherova,7,-,4
45B,05:18,Uherova,7,-,4
45B,05:38,Uherova,7,-,4
45B,05:58,Uherova,7,-,4
45B,06:20,Uherova,7,-,2
45B,06:25,Uherova,7,-,1
45B,06:40,Uherova,7,-,4
45B,06:55,Uherova,7,-,1
45B,07:00,Uherova,7,-,2
45B,07:10,Uherova,7,-,1
45B,07:20,Uherova,7,-,4
45B,07:35,Uherova,7,-,1
45B,07:40,Uherova,7,-,2
45B,07:55,Uherova,7,-,4
45B,08:15,Uherova,7,-,4
45B,08:35,Uherova,7,-,4
45B,08:55,Uherova,7,-,4
45B,09:15,Uherova,7,-,4
45B,09:35,Uherova,7,-,4
45B,09:55,Uherova,7,-,4
45B,10:15,Uherova,7,-,1
45B,10:25,Uherova,7,-,2
45B,10:35,Uherova,7,-,1
45B,10:55,Uherova,7,-,4
45B,11:15,Uherova,7,-,1
45B,11:25,Uherova,7,-,2
45B,11:35,Uherova,7,-,1
45B,11:55,Uherova,7,-,4
45B,12:15,Uherova,7,-,1
45B,12:25,Uherova,7,-,2
45B,12:35,Uherova,7,-,1
45B,12:55,Uherova,7,-,4
45B,13:15,Uherova,7,-,1
45B,13:25,Uherova,7,-,2
45B,13:35,Uherova,7,-,1
45B,13:55,Uherova,7,-,4
45B,14:15,Uherova,7,-,4
45B,14:35,Uherova,7,-,4
45B,14:55,Uherova,7,-,4
45B,15:15,Uherova,7,-,4
45B,15:35,Uherova,7,-,4
45B,15:55,Uherova,7,-,4
45B,16:15,Uherova,7,-,4
45B,16:35,Uherova,7,-,4
45B,16:55,Uherova,7,-,4
45B,17:25,Uherova,7,-,4
45B,18:25,Uherova,7,-,4
45B,18:55,Uherova,7,-,4
60B,05:20,Uherova,7,-,4
60B,05:40,Uherova,7,-,4
60B,06:00,Uherova,7,-,4
60B,06:22,Uherova,7,-,2
60B,06:27,Uherova,7,-,1
60B,06:42,Uherova,7,-,4
60B,06:57,Uherova,7,-,1
60B,07:02,Uherova,7,-,2
60B,07:12,Uherova,7,-,1
60B,07:22,Uherova,7,-,4
60B,07:37,Uherova,7,-,1
60B,07:42,Uherova,7,-,2
60B,07:57,Uherova,7,-,4
60B,08:17,Uherova,7,-,4
60B,08:37,Uherova,7,-,4
60B,08:57,Uherova,7,-,4
60B,09:17,Uherova,7,-,4
60B,09:37,Uherova,7,-,4
60B,09:57,Uherova,7,-,4
60B,10:17,Uherova,7,-,1
60B,10:27,Uherova,7,-,2
60B,10:37,Uherova,7,-,1
60B,10:57,Uherova,7,-,4
60B,11:17,Uherova,7,-,1
60B,11:27,Uherova,7,-,2
60B,11:37,Uherova,7,-,1
60B,11:57,Uherova,7,-,4
60B,12:17,Uherova,7,-,1
60B,12:27,Uherova,7,-,2
60B,12:37,Uherova,7,-,1
60B,12:57,Uherova,7,-,4
60B,13:17,Uherova,7,-,1
60B,13:27,Uherova,7,-,2
60B,13:37,Uherova,7,-,1
60B,13:57,Uherova,7,-,4
60B,14:17,Uherova,7,-,4
60B,14:37,Uherova,7,-,4
60B,14:57,Uherova,7,-,4
60B,15:17,Uherova,7,-,4
60B,15:37,Uherova,7,-,4
60B,15:57,Uherova,7,-,4
60B,16:17,Uherova,7,-,4
60B,16:37,Uherova,7,-,4
60B,16:57,Uherova,7,-,4
60B,17:27,Uherova,7,-,4
60B,18:27,Uherova,7,-,4
60B,18:57,Uherova,7,-,4